Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8705754,2019-07-23 10:26:23,2019-03-10 08:33:51,10810487,1643194024,10810487,152,579,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/008501/SRR8705754,SRX5501193,LIB11094474.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470266,SAMN11094474,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_295_2C1-1,,,,295,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,6C3815AA0FF8BC3CDC1AA2947B338F13,C7C983128657E26B0ADC5A531DF75C1D
SRR8705748,2019-07-23 10:26:23,2019-03-10 08:38:58,32495410,4939302320,32495410,152,1847,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/008501/SRR8705748,SRX5501199,LIB11094478.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470272,SAMN11094478,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_299_2G1-1,,,,299,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,5B80A5A104E04959823A473D209E2391,0B079C081AC2C3477BF80B1065205AF6

Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8524976,2019-07-23 10:26:23,2019-02-03 03:17:58,36399111,5532664872,36399111,152,1918,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524976,SRX5327766,LIB10866808,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322495,SAMN10866808,simple,10116,Rattus norvegicus,Gastrocnemius_6Mo_fasted_301_3A2-1,,,,301,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,451864154858A4D3521727131EC5DD90,094F784AC4EB172333EABA6CBF5EE3DF
SRR8524977,2019-07-23 10:26:23,2019-02-03 03:18:39,33251330,5054202160,33251330,152,1760,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524977,SRX5327765,LIB10866809,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322494,SAMN10866809,simple,10116,Rattus norvegicus,Gastrocnemius_9Mo_fasted_277_3C2-1,,,,277,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,CC32C333211ED1C34DD407FABC438653,DC2383C273AB8DB7E2640D7939591AA3
SRR8524978,2019-07-23 10:26:23,2019-02-03 03:28:19,35903356,5457310112,35903356,152,1882,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524978,SRX5327764,LIB10866810,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322493,SAMN10866810,simple,10116,Rattus norvegicus,Gastrocnemius_9Mo_fasted_278_3D2-1,,,,278,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,B9062733CCA6282DEA7F7365E48CA222,E86A90751D91DE075E36803D984DDC68
SRR8524979,2019-07-23 10:26:23,2019-02-03 03:17:28,32627497,4959379544,32627497,152,1721,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524979,SRX5327763,LIB10866811,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322492,SAMN10866811,simple,10116,Rattus norvegicus,Gastrocnemius_9Mo_fasted_279_3E2-1,,,,279,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,A9F3F53F33293FECB260A19A61612BDB,8C162007B7EE194E16F712B781262666
SRR9616345,2019-07-23 10:26:25,2019-07-01 15:16:11,53953492,8200930784,53953492,152,3064,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/009390/SRR9616345,SRX6379459,LIB12165894.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS5040093,SAMN12165894,simple,10116,Rattus norvegicus,Hippocampus_27Mo_fasted_6_A450-364,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA915282,,public,6083A260E674FB9A563895DF9A1348D5,276218C7A82A644F7FE08E5733F73CFF
SRR8467804,2019-07-23 10:26:22,2019-01-22 15:07:30,44571833,6774918616,44571833,152,2294,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467804,SRX5274202,LIB10785101,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274433,SAMN10785101,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_284,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,5CF8F7B183B6E14DD66B795669A1516B,9020AFECBB3086D4E8905841B4ECC0C9
SRR8467803,2019-07-23 10:26:22,2019-01-22 15:08:25,43371118,6592409936,43371118,152,2292,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467803,SRX5274203,LIB10785102,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274434,SAMN10785102,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_285,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,ED8A61267A1FCA48FB24659150F3A52B,693513AE69B829AE1D68BC47932F1D35
SRR8467802,2019-07-23 10:26:22,2019-01-22 15:12:07,44686769,6792388888,44686769,152,2318,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467802,SRX5274204,LIB10785103,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274435,SAMN10785103,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_286,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,A6CA41C6E2212B937EE01D91A2CB76BC,51AA5229128D90AD9419CE2EF153805C
SRR8467801,2019-07-23 10:26:22,2019-01-22 15:04:31,46608881,7084549912,46608881,152,2503,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467801,SRX5274205,LIB10785104,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274436,SAMN10785104,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_287,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,B2D67A7BE29791C300F16BD788089AC7,E600F076F9FB06D7D8B874ADE9D3E7E8
SRR8467800,2019-07-23 10:26:22,2019-01-22 15:05:29,47605021,7235963192,47605021,152,2488,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467800,SRX5274206,LIB10785105,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274437,SAMN10785105,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_288,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,96FBA3A600EA16CFFC6848062CE57A88,5DC7881E7A126B48084591D72D5AED45
SRR8467799,2019-07-23 10:26:22,2019-01-22 15:14:36,47512220,7221857440,47512220,152,2450,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/008269/SRR8467799,SRX5274207,LIB10785106,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274438,SAMN10785106,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_289,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,EF238898966313323987D513461DF938,6B35FC21E54A189C53485B65C0AA82ED
SRR8467798,2019-07-23 10:26:22,2019-01-22 15:18:35,42085889,6397055128,42085889,152,2189,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/008269/SRR8467798,SRX5274208,LIB10785107,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274439,SAMN10785107,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_290,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,FB0ECA41CBF3BC0AA0E254205F95317D,6A92C735A38E659686DB03D3B15FBAF9
SRR8467797,2019-07-23 10:26:22,2019-01-22 15:11:15,48958281,7441658712,48958281,152,2532,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467797,SRX5274209,LIB10785108,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274440,SAMN10785108,simple,10116,Rattus norvegicus,Liver_X12Mo_fasted_291,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,7F796AB07C2B13832A4F6B80088FD7CA,C1AD67A3C6F0FC41D83B2EEE8A20A161
SRR8467796,2019-07-23 10:26:22,2019-01-22 15:10:56,45498238,6915732176,45498238,152,2338,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467796,SRX5274210,LIB10785109,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274441,SAMN10785109,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_227,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,8336A56496A63F718561164D0428685F,67A17AC476CD8625E8A728EF54852D75
SRR8467795,2019-07-23 10:26:22,2019-01-22 15:05:54,41244769,6269204888,41244769,152,2114,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467795,SRX5274211,LIB10785110,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274442,SAMN10785110,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_228,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,AE3F17839EF070E7462B0D8EE164E0AF,1864FFBDEC783C86AC365CBF9A811C22
SRR8467784,2019-07-23 10:26:22,2019-01-22 15:07:14,49503924,7524596448,49503924,152,2569,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008269/SRR8467784,SRX5274222,LIB10785111,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274453,SAMN10785111,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_229,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,F884E2851BCBE073A9972C459162A996,4BE65C6E94DC968F09E9EAFBA4ABD48B
SRR8467783,2019-07-23 10:26:22,2019-01-22 15:05:17,41143573,6253823096,41143573,152,2136,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467783,SRX5274223,LIB10785112,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274454,SAMN10785112,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_230,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,587788F0876997BC92B6C5708587C14F,927F3A0EA843FB91F4FE08DCA30A8DA7
SRR8467786,2019-07-23 10:26:22,2019-01-22 15:06:30,45480540,6913042080,45480540,152,2363,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467786,SRX5274220,LIB10785113,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274451,SAMN10785113,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_231,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,42B9EF112E7053C5571CC747FCE7438D,E1DF0955F6CA6B84DCA74F9DD4E70CC0
SRR8467785,2019-07-23 10:26:22,2019-01-22 15:06:27,43562883,6621558216,43562883,152,2276,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467785,SRX5274221,LIB10785114,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274452,SAMN10785114,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_232,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,313308E7385C5D445DB83F3FF978DB4E,B4C4FF1DFD2A9EA9DBFA758463E18627
SRR8467780,2019-07-23 10:26:22,2019-01-22 15:06:53,41117869,6249916088,41117869,152,2122,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467780,SRX5274226,LIB10785115,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274457,SAMN10785115,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_233,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,25F9D7CD859D9DA99F32C9F207973DAE,EC2E2424024AEA527CEF44631000A8FA
SRR8467779,2019-07-23 10:26:22,2019-01-22 15:11:59,51991292,7902676384,51991292,152,2682,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467779,SRX5274227,LIB10785116,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274458,SAMN10785116,simple,10116,Rattus norvegicus,Liver_X18Mo_fasted_234,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,D29CE037E6B00547560E5044D49252BC,0A098C2576C27A953F6CCC518A78B142
SRR8467782,2019-07-23 10:26:22,2019-01-22 15:08:28,50477654,7672603408,50477654,152,2632,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467782,SRX5274224,LIB10785117,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274455,SAMN10785117,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_120,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,B1B937021CE51DA4823C4A428B25E052,D1FC6254267EA9302654A6C9529F856B
SRR8467781,2019-07-23 10:26:22,2019-01-22 15:07:59,39576997,6015703544,39576997,152,2109,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467781,SRX5274225,LIB10785118,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274456,SAMN10785118,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_122,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,C773A12940CA6DFC58A76BED9CFD2A01,6C9FF1AC1CA764AC2D1C926FFC84C288
SRR8467792,2019-07-23 10:26:22,2019-01-22 15:07:46,42980812,6533083424,42980812,152,2220,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467792,SRX5274214,LIB10785119,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274445,SAMN10785119,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_140,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,8D246A787711ED73ECF13BE26EBF5003,CCF45392127F4D1C93C59A16FAAA8C93
SRR8467791,2019-07-23 10:26:22,2019-01-22 15:08:29,45185556,6868204512,45185556,152,2359,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467791,SRX5274215,LIB10785120,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274446,SAMN10785120,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_141,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,3A82770C82DB36E078FA8855A952F94F,8C6B644CEABCBEA03049577120C8D3EF
SRR8467819,2019-07-23 10:26:22,2019-01-22 15:10:58,44179155,6715231560,44179155,152,2322,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467819,SRX5274187,LIB10785121,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274418,SAMN10785121,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_143,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,3C0A2748264D67181E6C42027BF03C4A,4E5659CA923BFE24F1D10118C1834A68
SRR8467820,2019-07-23 10:26:22,2019-01-22 15:20:03,52242216,7940816832,52242216,152,2695,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/008269/SRR8467820,SRX5274186,LIB10785122,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274417,SAMN10785122,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_148,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,683A6388118790942640DE61CC68CB46,993F9C8B18E59F85F9B1DB5424E13A47
SRR8467821,2019-07-23 10:26:22,2019-01-22 15:10:28,50113253,7617214456,50113253,152,2586,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467821,SRX5274185,LIB10785123,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274416,SAMN10785123,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_157,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,43815C298AFB0BCF10AB5E279D9C0F76,A894DC48B749B021C3113E4D4102146D
SRR8467822,2019-07-23 10:26:22,2019-01-22 15:10:16,46079615,7004101480,46079615,152,2356,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467822,SRX5274184,LIB10785124,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274415,SAMN10785124,simple,10116,Rattus norvegicus,Liver_X21Mo_fasted_160,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,6CD6D570017D7C56E299DCCB03EC06F6,F2F41915DEBF3095D4973AFDE80E983F
SRR8467823,2019-07-23 10:26:22,2019-01-22 15:10:00,44272763,6729459976,44272763,152,2283,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467823,SRX5274183,LIB10785125,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274414,SAMN10785125,simple,10116,Rattus norvegicus,Liver_X24Mo_fasted_119,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,ADAC63E117A5244FD6B249A20D4733E9,9A9337C120B38AE1AE0BD80FB7A34BB8
SRR8467824,2019-07-23 10:26:22,2019-01-22 15:06:39,42545900,6466976800,42545900,152,2180,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467824,SRX5274182,LIB10785126,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274413,SAMN10785126,simple,10116,Rattus norvegicus,Liver_X24Mo_fasted_130,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,13B398FB3D7CD2B93B96B7DAEB0143C4,5ACAD28BECD39B50EA98A1CEA9DF7447
SRR8467825,2019-07-23 10:26:22,2019-01-22 15:09:52,45480376,6913017152,45480376,152,2340,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467825,SRX5274181,LIB10785127,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274412,SAMN10785127,simple,10116,Rattus norvegicus,Liver_X24Mo_fasted_133,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,4C4E8EB8DB6B93F1EE06700F737520C6,5B6E2263DFA7DD2EF577FECEAAA86450
SRR8467826,2019-07-23 10:26:22,2019-01-22 15:17:05,47746026,7257395952,47746026,152,2442,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467826,SRX5274180,LIB10785128,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274411,SAMN10785128,simple,10116,Rattus norvegicus,Liver_X24Mo_fasted_136,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,B2D4F50C137D52A684F73CF521A57ECE,7E7CC3F1EE34FC80E80FB3335568ECD5
SRR8467817,2019-07-23 10:26:22,2019-01-22 15:11:51,43217008,6568985216,43217008,152,2230,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467817,SRX5274189,LIB10785129,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274420,SAMN10785129,simple,10116,Rattus norvegicus,Liver_X24Mo_fasted_137,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,C647C262AD1124DA584F1EA6265CF98D,C53E12ECA1B1DEE2FC15178D0C1D3F4A
SRR8467818,2019-07-23 10:26:22,2019-01-22 15:07:50,42694352,6489541504,42694352,152,2215,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467818,SRX5274188,LIB10785130,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274419,SAMN10785130,simple,10116,Rattus norvegicus,Liver_X24Mo_fasted_147,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,47F359B5CCE603D1F6E6196AAEDFD612,8CEC360D51C359F94DCBC9F657D6FC45
SRR8467794,2019-07-23 10:26:22,2019-01-22 15:06:36,43440471,6602951592,43440471,152,2257,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467794,SRX5274212,LIB10785131,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274443,SAMN10785131,simple,10116,Rattus norvegicus,Liver_X24Mo_fasted_156,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,8B7104B3BF2EB2B2D848EC4E903ED1F6,A3EDB5DA6C91D249BCBB427745114009
SRR8467793,2019-07-23 10:26:22,2019-01-22 15:02:47,39254371,5966664392,39254371,152,2075,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008269/SRR8467793,SRX5274213,LIB10785132,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274444,SAMN10785132,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_359,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,A5391450C914C64F13B65C175AB5E0B1,468B617C91EEDCB8DA0832EBE8E4AE7F
SRR8467805,2019-07-23 10:26:22,2019-01-22 15:07:28,39034026,5933171952,39034026,152,2011,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008269/SRR8467805,SRX5274201,LIB10785133,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4274432,SAMN10785133,simple,10116,Rattus norvegicus,Liver_X27Mo_fasted_360,,,,,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA837173,,public,1790772D7428682A9AD729A51D52D9A9,3FDC486C70EBFD7FF01F45CD5D62810E
